"","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","Losses","Cluster"
"3181",5,2,0,1,13,0,209,2
"3182",0,2,0,1,12,0,463,2
"3183",38,2,0,1,6,0,400,4
"3184",25,2,1,0,11,0,126,1
"3185",42,2,1,1,15,0,106,4
"3186",28,2,1,1,15,0,213,4
"3187",3,2,0,1,15,0,483,2
"3188",28,2,0,1,14,0,201,4
"3189",19,2,0,1,7,0,409,4
"3190",30,2,1,1,11,0,296,4
"3191",6,2,0,1,12,0,167,2
"3192",8,2,1,0,7,0,386,2
"3193",46,2,1,1,3,1,509,3
"3194",36,2,0,1,6,0,385,4
"3195",28,2,0,0,10,0,324,1
"3196",41,2,0,0,13,0,105,1
"3197",44,2,0,0,4,0,95,1
"3198",0,2,0,0,2,1,847,3
"3199",38,2,0,1,10,0,358,4
"3200",5,2,0,1,13,1,728,3
"3201",37,2,1,0,5,0,486,1
"3202",24,2,1,1,9,0,411,4
"3203",0,2,1,1,6,1,1228,3
"3204",20,2,0,1,6,0,397,4
"3205",5,2,1,1,15,1,670,3
"3206",8,2,0,0,9,0,357,2
"3207",23,2,1,0,2,0,436,1
"3208",16,2,0,0,8,0,354,2
"3209",0,2,0,0,13,0,204,2
"3210",33,2,1,1,4,1,681,3
"3211",33,2,0,1,10,0,422,4
"3212",1,2,1,0,15,0,334,2
"3213",9,2,1,0,15,0,154,2
"3214",18,2,1,1,12,0,212,4
"3215",34,2,1,0,6,0,343,1
"3216",19,2,0,0,12,0,265,2
"3217",0,2,1,1,6,1,701,3
"3218",34,2,1,0,1,1,709,3
"3219",28,2,1,0,1,1,555,3
"3220",38,2,1,1,13,0,290,4
"3221",50,2,0,1,1,0,386,4
"3222",5,2,0,1,13,1,571,3
"3223",0,2,1,0,8,1,669,3
"3224",52,2,1,0,7,0,154,1
"3225",3,2,0,1,12,1,659,3
"3226",52,2,1,1,2,0,414,4
"3227",2,2,1,1,14,1,509,3
"3228",32,2,1,1,6,0,474,4
"3229",13,2,1,1,6,0,457,4
"3230",49,2,1,1,8,0,62,4
"3231",35,2,1,0,9,0,355,1
"3232",50,2,1,0,0,0,449,1
"3233",47,2,1,0,3,0,347,1
"3234",16,2,0,1,0,0,475,4
"3235",1,2,1,1,15,0,437,2
"3236",18,2,0,1,8,0,395,4
"3237",22,2,0,1,8,0,348,4
"3238",45,2,0,0,13,0,127,1
"3239",33,2,0,0,8,0,302,1
"3240",14,2,1,0,4,0,414,1
"3241",14,2,0,1,5,1,523,3
"3242",24,2,1,0,8,0,360,1
"3243",47,2,0,0,7,0,267,1
"3244",11,2,0,0,9,0,303,2
"3245",5,2,0,0,13,0,244,2
"3246",2,2,1,0,5,1,1050,3
"3247",10,2,1,0,8,0,334,2
"3248",0,2,0,0,13,0,412,2
"3249",19,2,1,1,2,1,636,3
"3250",19,2,1,1,13,0,238,4
"3251",9,2,1,1,14,0,351,2
"3252",0,2,0,1,6,1,701,3
"3253",45,2,1,0,6,0,281,1
"3254",48,2,0,0,11,0,148,1
"3255",23,2,1,1,9,1,521,3
"3256",42,2,1,1,7,0,104,4
"3257",6,2,0,1,11,1,636,3
"3258",22,2,1,0,0,0,449,1
"3259",0,2,1,1,15,1,647,3
"3260",17,2,1,0,7,0,429,1
"3261",46,2,1,1,3,1,762,3
"3262",0,2,1,0,2,1,585,3
"3263",36,2,0,0,14,0,220,1
"3264",48,2,1,0,12,0,203,1
"3265",42,2,0,0,8,0,99,1
"3266",21,2,1,1,14,0,290,4
"3267",33,2,1,0,6,0,379,1
"3268",7,2,1,1,2,0,405,4
"3269",46,2,0,1,14,0,137,4
"3270",26,2,0,1,8,0,326,4
"3271",30,2,1,0,7,0,386,1
"3272",47,2,1,0,4,0,221,1
"3273",17,2,0,0,0,1,554,3
"3274",47,2,0,1,12,0,218,4
"3275",46,2,1,0,1,0,440,1
"3276",0,2,1,0,6,1,645,3
"3277",2,2,0,0,4,0,432,2
"3278",0,2,1,1,10,1,757,3
"3279",46,2,0,0,15,0,141,1
"3280",46,2,1,1,2,0,274,4
"3281",22,2,0,0,8,0,314,1
"3282",10,2,1,0,14,0,220,2
"3283",37,2,0,0,0,1,616,3
"3284",40,2,1,0,13,0,33,1
"3285",6,2,0,1,7,1,870,3
"3286",6,2,1,1,11,0,354,2
"3287",5,2,0,0,11,0,134,2
"3288",4,2,1,0,11,0,388,2
"3289",13,2,1,1,0,1,813,3
"3290",0,2,0,1,3,1,755,3
"3291",11,2,0,1,14,0,263,2
"3292",7,2,0,0,13,0,229,2
"3293",47,2,1,1,14,0,153,4
"3294",23,2,1,1,5,0,480,4
"3295",30,2,1,1,10,0,476,4
"3296",27,2,0,0,5,1,527,3
"3297",34,2,0,0,9,0,334,1
"3298",16,2,1,1,12,0,397,4
"3299",10,2,1,1,1,1,776,3
"3300",4,2,1,0,11,0,243,2
"3301",25,2,0,0,0,1,535,3
"3302",46,2,1,0,5,0,170,1
"3303",4,2,1,1,11,1,594,3
"3304",35,2,0,0,9,0,312,1
"3305",16,2,0,1,6,0,402,4
"3306",46,2,0,1,14,0,59,4
"3307",13,2,0,0,8,0,332,2
"3308",37,2,0,0,6,0,305,1
"3309",0,2,0,0,11,0,181,2
"3310",38,2,0,1,10,0,349,4
"3311",33,2,0,1,4,0,399,4
"3312",12,2,0,1,10,0,488,4
"3313",6,2,0,1,11,1,757,3
"3314",27,2,0,1,14,0,347,4
"3315",13,2,0,0,1,0,489,1
"3316",45,2,1,0,11,0,305,1
"3317",47,2,0,1,13,0,24,4
"3318",4,2,0,0,15,0,260,2
"3319",38,2,1,0,14,0,213,1
"3320",22,2,0,0,15,0,165,2
"3321",0,2,0,1,10,1,531,3
"3322",1,2,1,1,11,1,665,3
"3323",5,2,1,0,14,0,383,2
"3324",39,2,0,0,6,0,320,1
"3325",37,2,0,1,0,1,663,3
"3326",16,2,1,1,15,0,457,4
"3327",37,2,1,1,9,0,455,4
"3328",16,2,0,1,14,0,146,2
"3329",51,2,1,0,9,0,144,1
"3330",43,2,1,0,11,0,308,1
"3331",8,2,0,0,12,0,200,2
"3332",39,2,1,1,10,0,454,4
"3333",4,2,0,0,4,1,663,3
"3334",0,2,0,1,11,0,273,2
"3335",47,2,1,0,9,0,337,1
"3336",48,2,0,1,5,0,95,4
"3337",0,2,0,1,11,0,270,2
"3338",20,2,0,0,3,1,542,3
"3339",0,2,0,0,9,1,523,3
"3340",43,2,0,0,2,0,324,1
"3341",20,2,0,0,12,0,116,2
"3342",0,2,0,0,8,0,308,2
"3343",34,2,0,0,8,0,306,1
"3344",15,2,1,1,7,1,501,3
"3345",40,2,0,0,11,0,167,1
"3346",2,2,0,0,15,0,94,2
"3347",47,2,0,1,11,0,47,4
"3348",15,2,0,1,1,1,742,3
"3349",35,2,1,1,10,0,469,4
"3350",45,2,0,1,10,0,362,4
"3351",8,2,1,1,12,1,761,3
"3352",0,2,1,0,13,1,639,3
"3353",45,2,0,0,12,0,14,1
"3354",20,2,0,0,4,0,406,1
"3355",43,2,0,0,1,0,185,1
"3356",47,2,0,0,11,0,133,1
"3357",12,2,0,1,12,0,190,2
"3358",37,2,0,0,8,0,288,1
"3359",23,2,0,0,9,0,333,2
"3360",2,2,0,1,9,0,361,2
"3361",14,2,0,0,5,1,572,3
"3362",44,2,1,0,7,0,91,1
"3363",43,2,1,1,11,0,104,4
"3364",47,2,0,0,8,0,125,1
"3365",11,2,0,0,5,0,369,2
"3366",36,2,0,0,8,0,351,1
"3367",14,2,1,1,5,0,400,4
"3368",8,2,1,0,10,0,432,2
"3369",31,2,0,1,10,0,460,4
"3370",45,2,0,0,2,0,116,1
"3371",41,2,0,0,2,1,529,3
"3372",29,2,1,1,9,0,411,4
"3373",47,2,1,0,14,0,22,1
"3374",35,2,1,1,8,0,491,4
"3375",15,2,1,0,2,0,404,1
"3376",22,2,1,1,13,0,179,4
"3377",21,2,0,1,7,0,367,4
"3378",44,2,0,1,5,0,425,4
"3379",28,2,1,1,8,0,485,4
"3380",40,2,1,1,5,0,463,4
"3381",5,2,0,0,10,0,299,2
"3382",31,2,1,0,14,0,330,1
"3383",2,2,1,1,11,1,755,3
"3384",25,2,1,0,6,0,390,1
"3385",41,2,0,1,9,0,245,4
"3386",47,2,0,1,0,0,244,4
"3387",2,2,0,0,14,0,240,2
"3388",5,2,0,1,2,1,736,3
"3389",45,2,1,0,0,0,181,1
"3390",7,2,0,0,15,0,255,2
"3391",39,2,0,1,1,1,754,3
"3392",33,2,0,0,5,0,398,1
"3393",0,2,1,0,11,0,243,2
"3394",49,2,1,1,13,0,224,4
"3395",36,2,1,0,15,0,176,1
"3396",26,2,0,1,6,0,381,4
"3397",46,2,0,1,11,0,231,4
"3398",0,2,0,0,12,0,143,2
"3399",51,2,0,1,10,0,222,4
"3400",50,2,0,0,1,0,34,1
"3401",0,2,0,0,13,0,188,2
"3402",47,2,1,1,15,0,38,4
"3403",0,2,1,0,11,1,574,3
"3404",40,2,1,0,0,0,144,1
"3405",9,2,0,1,11,0,309,2
"3406",50,2,1,1,11,0,199,4
"3407",20,2,0,0,12,0,279,2
"3408",1,2,0,0,11,0,329,2
"3409",49,2,1,1,13,0,108,4
"3410",6,2,0,0,13,0,166,2
"3411",32,2,0,0,15,0,137,2
"3412",48,2,0,0,7,0,274,1
"3413",12,2,1,0,11,0,180,2
"3414",18,2,0,1,15,0,245,2
"3415",42,2,0,0,6,0,74,1
"3416",1,2,1,0,13,0,304,2
"3417",21,2,1,0,0,1,566,3
"3418",47,2,1,0,1,0,83,1
"3419",1,2,0,1,14,0,364,2
"3420",0,2,0,1,15,0,377,2
"3421",37,2,0,1,7,0,353,4
"3422",28,2,1,1,11,0,407,4
"3423",43,2,1,1,9,0,215,4
"3424",8,2,1,1,9,1,1055,3
"3425",2,2,1,1,15,1,949,3
"3426",15,2,0,1,9,0,394,4
"3427",48,2,0,0,3,0,281,1
"3428",42,2,1,0,3,0,226,1
"3429",52,2,0,1,3,0,94,4
"3430",2,2,1,0,15,0,392,2
"3431",36,2,0,0,12,0,156,1
"3432",16,2,1,1,13,0,406,4
"3433",20,2,1,1,15,0,433,4
"3434",45,2,0,1,8,0,93,4
"3435",4,2,1,0,11,1,608,3
"3436",35,2,0,1,13,0,330,4
"3437",24,2,0,0,13,0,229,2
"3438",43,2,0,0,3,0,256,1
"3439",2,2,0,0,5,0,408,2
"3440",14,2,0,1,2,0,374,4
"3441",36,2,1,1,2,1,560,3
"3442",48,2,0,0,12,0,153,1
"3443",11,2,1,1,7,0,448,4
"3444",3,2,1,0,8,1,688,3
"3445",5,2,1,1,11,1,988,3
"3446",15,2,0,0,4,0,317,1
"3447",26,2,0,0,6,0,393,1
"3448",49,2,1,1,10,0,464,4
"3449",46,2,0,1,5,0,235,4
"3450",1,2,1,1,12,0,429,2
"3451",1,2,0,0,6,0,479,2
"3452",39,2,1,1,6,0,462,4
"3453",44,2,0,1,10,0,174,4
"3454",23,2,0,0,1,0,395,1
"3455",27,2,1,1,6,0,411,4
"3456",48,2,0,0,2,0,382,1
"3457",49,2,1,1,15,0,175,4
"3458",33,2,1,0,7,0,367,1
"3459",44,2,1,0,4,0,59,1
"3460",0,2,1,0,14,1,513,3
"3461",25,2,1,1,7,0,426,4
"3462",3,2,0,0,8,1,546,3
"3463",0,2,1,0,15,1,692,3
"3464",46,2,1,1,4,0,102,4
"3465",39,2,1,1,13,0,183,4
"3466",20,2,1,0,3,1,554,3
"3467",2,2,1,1,14,0,432,2
"3468",18,2,0,1,10,0,324,4
"3469",12,2,1,1,10,0,440,4
"3470",32,2,1,1,6,0,431,4
"3471",30,2,1,1,12,0,464,4
"3472",1,2,1,1,7,1,941,3
"3473",0,2,1,0,13,0,252,2
"3474",4,2,0,0,10,0,237,2
"3475",43,2,0,1,5,0,74,4
"3476",5,2,0,1,13,0,334,2
"3477",41,2,0,1,11,0,327,4
"3478",4,2,1,1,9,1,640,3
"3479",2,2,1,1,6,1,1060,3
"3480",43,2,1,1,11,0,24,4
"3481",7,2,0,1,14,0,483,2
"3482",27,2,0,0,11,0,163,1
"3483",0,2,0,0,11,0,234,2
"3484",44,2,1,0,14,0,37,1
"3485",46,2,0,0,7,0,218,1
"3486",23,2,1,0,11,0,178,1
"3487",32,2,1,1,4,1,702,3
"3488",6,2,1,1,15,0,474,2
"3489",11,2,1,1,13,0,461,4
"3490",25,2,1,1,11,0,460,4
"3491",15,2,1,0,9,0,375,2
"3492",3,2,1,1,12,1,780,3
"3493",44,2,1,1,0,0,62,4
"3494",6,2,0,1,3,1,977,3
"3495",50,2,0,1,6,0,443,4
"3496",47,2,1,1,5,0,108,4
"3497",50,2,1,0,9,0,304,1
"3498",12,2,0,1,8,0,387,4
"3499",35,2,1,0,8,0,388,1
"3500",7,2,0,0,11,0,371,2
"3501",36,2,0,1,14,0,421,4
"3502",43,2,1,1,6,0,94,4
"3503",28,2,1,1,6,0,463,4
"3504",27,2,0,0,7,0,314,1
"3505",50,2,0,1,2,0,246,4
"3506",33,2,1,1,2,1,1013,3
"3507",23,2,1,1,4,1,836,3
"3508",41,2,1,0,8,0,131,1
"3509",23,2,1,0,1,0,448,1
"3510",0,2,0,0,9,1,522,3
"3511",4,2,1,0,11,0,279,2
"3512",32,2,1,1,4,1,769,3
"3513",5,2,0,1,10,1,629,3
"3514",35,2,1,1,3,1,849,3
"3515",5,2,1,0,7,1,537,3
"3516",36,2,0,1,8,0,410,4
"3517",0,2,0,1,12,0,358,2
"3518",45,2,0,1,7,0,46,4
"3519",10,2,1,0,4,0,477,1
"3520",32,2,1,0,12,0,308,1
"3521",44,2,0,1,13,0,71,4
"3522",23,2,0,0,0,0,454,1
"3523",7,2,1,0,11,0,478,2
"3524",43,2,1,1,7,0,92,4
"3525",48,2,0,0,13,0,157,1
"3526",44,2,0,1,6,0,70,4
"3527",0,2,1,1,6,1,703,3
"3528",49,2,0,1,15,0,87,4
"3529",28,2,0,0,2,1,619,3
"3530",18,2,1,0,14,0,245,2
"3531",2,2,0,1,11,0,381,2
"3532",0,2,0,0,8,0,448,2
"3533",20,2,1,1,12,0,464,4
"3534",8,2,0,1,14,1,507,3
"3535",1,2,0,0,14,0,435,2
"3536",41,2,1,1,0,0,465,4
"3537",7,2,0,1,13,0,308,2
"3538",4,2,0,0,13,0,264,2
"3539",0,2,1,0,14,0,256,2
"3540",25,2,1,0,14,0,237,2
"3541",20,2,0,1,10,0,363,4
"3542",0,2,1,0,12,1,688,3
"3543",5,2,1,0,8,1,533,3
"3544",27,2,1,0,5,0,357,1
"3545",0,2,0,1,11,1,503,3
"3546",21,2,0,0,1,1,686,3
"3547",4,2,0,1,11,0,194,2
"3548",49,2,1,1,0,0,277,4
"3549",48,2,0,1,6,0,78,4
"3550",20,2,0,1,10,0,394,4
"3551",23,2,1,0,7,0,348,1
"3552",24,2,0,0,0,1,619,3
"3553",48,2,0,0,14,0,127,1
"3554",4,2,0,1,13,0,315,2
"3555",44,2,0,0,13,0,28,1
"3556",24,2,0,1,0,1,573,3
"3557",16,2,0,0,12,0,298,2
"3558",46,2,0,0,7,0,40,1
"3559",48,2,0,1,2,0,453,4
"3560",19,2,0,1,14,0,353,4
"3561",48,2,1,1,7,0,180,4
"3562",0,2,1,1,11,1,854,3
"3563",2,2,0,1,14,0,440,2
"3564",39,2,0,0,7,0,110,1
"3565",4,2,1,1,11,1,781,3
"3566",50,2,1,0,7,0,99,1
"3567",32,2,1,0,4,0,405,1
"3568",11,2,1,0,10,0,366,2
"3569",50,2,1,1,6,0,446,4
"3570",50,2,1,0,7,0,291,1
"3571",10,2,1,0,2,1,573,3
"3572",50,2,0,0,4,0,171,1
"3573",28,2,0,0,10,0,325,1
"3574",34,2,0,1,7,0,380,4
"3575",47,2,1,1,6,0,47,4
"3576",4,2,0,1,15,0,419,2
"3577",47,2,0,1,14,0,292,4
"3578",8,2,0,0,9,0,336,2
"3579",45,2,0,1,15,0,36,4
"3580",41,2,0,1,5,0,429,4
"3581",32,2,1,0,4,0,488,1
"3582",37,2,0,1,14,0,405,4
"3583",47,2,1,1,9,0,360,4
"3584",2,2,0,0,9,1,501,3
"3585",0,2,0,0,10,0,455,2
"3586",43,2,0,0,11,0,192,1
"3587",0,2,1,1,10,1,907,3
"3588",40,2,0,1,13,0,394,4
"3589",28,2,0,1,10,0,400,4
"3590",0,2,1,0,12,0,462,2
"3591",26,2,0,1,11,0,187,4
"3592",0,2,1,0,15,0,268,2
"3593",7,2,1,1,12,1,1238,3
"3594",7,2,1,1,3,1,690,3
"3595",49,2,0,0,7,0,65,1
"3596",31,2,1,0,10,0,445,1
"3597",7,2,0,1,8,1,732,3
"3598",44,2,0,0,15,0,35,1
"3599",21,2,0,0,3,0,368,1
"3600",10,2,1,0,10,0,419,2
"3601",17,2,0,0,7,0,314,2
"3602",26,2,1,1,13,0,266,4
"3603",49,2,0,1,7,0,391,4
"3604",5,2,0,0,11,0,168,2
"3605",0,2,0,0,11,0,200,2
"3606",9,2,0,0,7,0,342,2
"3607",0,2,0,1,8,0,371,2
"3608",0,2,0,0,14,0,290,2
"3609",44,2,0,1,7,0,302,4
"3610",6,2,1,1,8,1,726,3
"3611",37,2,0,0,9,0,324,1
"3612",3,2,1,1,15,1,800,3
"3613",0,2,0,1,11,0,433,2
"3614",5,2,0,1,12,0,430,2
"3615",46,2,0,1,10,0,85,4
"3616",50,2,1,0,6,0,94,1
"3617",4,2,0,0,15,0,337,2
"3618",23,2,0,0,2,1,588,3
"3619",52,2,1,0,12,0,36,1
"3620",44,2,1,0,12,0,31,1
"3621",18,2,0,1,9,0,477,4
"3622",8,2,0,0,12,0,247,2
"3623",32,2,1,0,7,0,343,1
"3624",49,2,1,1,2,0,398,4
"3625",48,2,1,1,11,0,246,4
"3626",4,2,1,0,7,0,460,2
"3627",23,2,1,1,11,0,346,4
"3628",44,2,1,1,11,0,253,4
"3629",6,2,1,1,9,1,1156,3
"3630",18,2,1,0,8,0,381,1
"3631",12,2,1,0,10,0,385,2
"3632",0,2,0,0,0,1,523,3
"3633",29,2,0,1,10,0,360,4
"3634",0,2,0,0,11,0,115,2
"3635",38,2,1,0,8,0,396,1
"3636",36,2,0,1,3,1,580,3
"3637",0,2,1,0,7,0,484,2
"3638",9,2,0,0,11,0,131,2
"3639",37,2,1,1,14,1,504,3
"3640",9,2,1,0,9,0,373,2
"3641",1,2,0,0,2,1,974,3
"3642",49,2,1,1,14,0,262,4
"3643",16,2,1,1,4,1,666,3
"3644",49,2,1,0,9,0,64,1
"3645",42,2,1,0,10,0,140,1
"3646",6,2,1,0,5,1,663,3
"3647",0,2,1,1,0,1,1679,3
"3648",49,2,1,0,3,1,652,3
"3649",21,2,1,1,11,0,167,4
"3650",31,2,1,1,10,0,486,4
"3651",35,2,1,1,13,0,453,4
"3652",48,2,0,1,4,0,395,4
"3653",16,2,1,1,15,0,391,4
"3654",0,2,0,1,10,1,532,3
"3655",32,2,0,1,3,1,540,3
"3656",1,2,1,0,15,0,332,2
"3657",15,2,0,0,8,0,293,2
"3658",0,2,1,0,10,1,555,3
"3659",12,2,1,0,1,1,650,3
"3660",8,2,1,1,13,1,880,3
"3661",6,2,0,1,11,0,385,2
"3662",34,2,1,0,2,1,735,3
"3663",44,2,0,0,6,0,35,1
"3664",49,2,1,1,9,0,423,4
"3665",44,2,0,1,15,0,144,4
"3666",24,2,0,0,9,0,354,1
"3667",53,2,0,1,14,0,125,4
"3668",30,2,0,0,2,1,634,3
"3669",6,2,1,0,10,1,565,3
"3670",22,2,0,0,9,0,344,2
"3671",1,2,0,0,11,0,144,2
"3672",38,2,0,0,2,1,546,3
"3673",24,2,1,0,3,1,611,3
"3674",15,2,1,1,9,0,471,4
"3675",43,2,0,1,7,0,226,4
"3676",0,2,0,0,14,0,158,2
"3677",15,2,1,1,8,0,400,4
"3678",40,2,0,1,13,0,328,4
"3679",41,2,1,1,7,0,449,4
"3680",9,2,0,0,13,0,271,2
"3681",34,2,1,1,10,0,404,4
"3682",43,2,1,0,13,0,126,1
"3683",47,2,1,1,1,0,112,4
"3684",22,2,0,1,4,1,573,3
"3685",38,2,1,0,8,0,378,1
"3686",48,2,1,0,7,0,211,1
"3687",3,2,1,0,7,1,605,3
"3688",42,2,0,0,11,0,217,1
"3689",0,2,0,1,15,0,241,2
"3690",27,2,0,1,12,0,398,4
"3691",40,2,1,1,3,1,664,3
"3692",6,2,1,1,10,1,632,3
"3693",47,2,0,1,3,0,146,4
"3694",45,2,1,1,15,0,104,4
"3695",4,2,0,0,14,0,238,2
"3696",0,2,1,1,15,0,404,2
"3697",40,2,1,1,4,1,629,3
"3698",40,2,1,1,0,0,359,4
"3699",19,2,1,1,2,0,468,4
"3700",3,2,1,1,11,1,579,3
"3701",0,2,0,0,13,0,143,2
"3702",4,2,0,0,12,0,401,2
"3703",41,2,1,1,11,0,177,4
"3704",47,2,0,0,7,0,96,1
"3705",4,2,1,1,13,1,552,3
"3706",19,2,1,0,14,0,259,2
"3707",4,2,1,0,13,0,362,2
"3708",12,2,0,1,11,0,290,2
"3709",41,2,0,0,7,0,225,1
"3710",35,2,1,1,7,0,455,4
"3711",2,2,1,1,11,1,946,3
"3712",39,2,1,0,7,0,383,1
"3713",3,2,1,0,8,1,899,3
"3714",9,2,0,1,13,0,349,2
"3715",13,2,0,0,9,0,340,2
"3716",47,2,1,0,6,0,36,1
"3717",50,2,0,1,7,0,37,4
"3718",15,2,1,0,12,0,362,2
"3719",48,2,1,1,12,0,253,4
"3720",41,2,1,0,10,0,371,1
"3721",51,2,1,1,8,0,424,4
"3722",43,2,0,0,9,0,142,1
"3723",44,2,0,1,7,0,242,4
"3724",1,2,0,0,14,0,277,2
"3725",11,2,0,0,6,0,355,2
"3726",47,2,0,0,15,0,106,1
"3727",25,2,1,0,8,0,341,1
"3728",31,2,0,0,0,1,536,3
"3729",25,2,0,1,5,1,715,3
"3730",26,2,0,1,10,0,371,4
"3731",8,2,1,1,15,1,672,3
"3732",22,2,1,0,6,0,339,1
"3733",4,2,0,0,15,0,193,2
"3734",14,2,1,1,7,0,463,4
"3735",48,2,1,0,11,0,27,1
"3736",7,2,0,0,4,1,537,3
"3737",6,2,0,1,12,1,600,3
"3738",4,2,0,1,14,0,352,2
"3739",27,2,0,1,12,0,388,4
"3740",19,2,0,0,5,0,428,1
"3741",49,2,0,1,13,0,80,4
"3742",41,2,0,0,3,0,444,1
"3743",33,2,0,1,12,0,209,4
"3744",42,2,0,0,9,0,89,1
"3745",4,2,1,1,11,0,391,2
"3746",8,2,0,1,10,0,404,2
"3747",39,2,0,1,12,0,299,4
"3748",43,2,1,0,6,0,109,1
"3749",48,2,0,1,9,0,52,4
"3750",46,2,0,1,6,0,127,4
"3751",28,2,0,0,0,1,609,3
"3752",38,2,1,0,5,1,543,3
"3753",45,2,1,1,1,1,809,3
"3754",40,2,1,1,12,0,420,4
"3755",45,2,0,1,7,0,371,4
"3756",15,2,1,0,14,0,219,2
"3757",1,2,1,0,10,0,370,2
"3758",44,2,0,0,8,0,257,1
"3759",15,2,1,0,7,0,342,1
"3760",38,2,0,0,10,0,325,1
"3761",49,2,0,0,5,0,40,1
"3762",8,2,1,0,13,0,225,2
"3763",2,2,1,1,4,1,1523,3
"3764",6,2,1,0,12,0,331,2
"3765",4,2,0,1,12,0,240,2
"3766",44,2,1,1,2,0,165,4
"3767",41,2,0,1,8,0,140,4
"3768",28,2,0,1,7,0,385,4
"3769",10,2,1,1,6,0,472,4
"3770",47,2,1,0,14,0,225,1
"3771",12,2,1,0,15,0,393,2
"3772",33,2,0,0,7,0,287,1
"3773",13,2,1,1,10,1,529,3
"3774",43,2,1,0,11,0,132,1
"3775",47,2,0,0,15,0,149,1
"3776",3,2,1,0,15,0,462,2
"3777",40,2,1,1,3,1,594,3
"3778",30,2,0,1,8,0,416,4
"3779",45,2,1,1,13,0,473,4
"3780",49,2,1,0,13,0,140,1
"3781",0,2,0,1,13,0,442,2
"3782",0,2,1,0,6,1,686,3
"3783",53,2,1,0,10,0,98,1
"3784",48,2,1,1,9,0,205,4
"3785",3,2,0,0,13,0,191,2
"3786",22,2,1,0,13,0,190,2
"3787",2,2,1,0,5,1,660,3
"3788",36,2,0,1,1,1,555,3
"3789",29,2,0,1,8,0,476,4
"3790",13,2,0,1,4,1,675,3
"3791",0,2,1,0,15,0,465,2
"3792",3,2,1,0,15,0,230,2
"3793",6,2,1,0,15,0,278,2
"3794",36,2,0,0,6,0,348,1
"3795",11,2,1,1,4,1,901,3
"3796",39,2,0,0,9,0,371,1
"3797",40,2,1,0,15,0,216,1
"3798",18,2,0,1,14,0,208,4
"3799",6,2,1,0,15,0,421,2
"3800",11,2,1,1,6,0,488,4
"3801",34,2,0,0,14,0,237,1
"3802",5,2,0,1,14,0,330,2
"3803",26,2,0,1,3,1,887,3
"3804",47,2,1,0,14,0,76,1
"3805",7,2,1,1,7,1,849,3
"3806",8,2,1,0,2,0,414,1
"3807",1,2,0,0,14,0,117,2
"3808",46,2,0,0,12,0,268,1
"3809",31,2,1,1,7,0,477,4
"3810",15,2,1,1,6,1,516,3
"3811",16,2,1,0,4,1,633,3
"3812",19,2,0,1,10,0,413,4
"3813",42,2,0,0,15,0,49,1
"3814",37,2,1,1,7,0,462,4
"3815",48,2,1,1,13,0,218,4
"3816",51,2,0,0,9,0,214,1
"3817",0,2,1,0,12,0,353,2
"3818",6,2,0,0,9,0,279,2
"3819",46,2,0,1,6,0,144,4
"3820",0,2,1,1,12,0,238,2
"3821",46,2,1,0,7,0,128,1
"3822",5,2,0,0,15,0,343,2
"3823",45,2,1,0,7,0,98,1
"3824",36,2,0,0,4,0,402,1
"3825",0,2,0,0,12,0,169,2
"3826",0,2,1,0,11,1,695,3
"3827",23,2,1,0,11,0,379,1
"3828",5,2,1,1,7,1,920,3
"3829",46,2,1,1,7,0,125,4
"3830",34,2,0,1,1,1,581,3
"3831",25,2,1,1,0,1,598,3
"3832",0,2,0,1,14,0,358,2
"3833",0,2,0,1,12,0,446,2
"3834",39,2,1,1,4,1,867,3
"3835",29,2,0,1,9,0,377,4
"3836",52,2,0,1,12,0,278,4
"3837",52,2,0,0,1,0,110,1
"3838",51,2,0,0,7,0,295,1
"3839",41,2,1,0,14,0,80,1
"3840",0,2,1,1,14,1,1117,3
"3841",32,2,1,0,3,1,681,3
"3842",4,2,0,0,13,0,351,2
"3843",5,2,1,1,8,0,449,4
"3844",34,2,0,1,0,1,670,3
"3845",14,2,1,0,8,0,312,2
"3846",8,2,1,0,8,0,375,2
"3847",45,2,0,0,10,0,78,1
"3848",42,2,1,1,7,0,204,4
"3849",33,2,1,1,0,1,503,3
"3850",39,2,1,0,6,0,254,1
"3851",5,2,0,0,14,0,435,2
"3852",21,2,0,1,3,0,403,4
"3853",9,2,0,0,11,0,155,2
"3854",43,2,0,1,13,0,72,4
"3855",34,2,1,1,14,0,257,4
"3856",5,2,1,1,13,0,388,2
"3857",12,2,1,0,3,0,456,1
"3858",17,2,0,0,7,0,320,2
"3859",23,2,0,1,7,0,438,4
"3860",1,2,0,1,12,0,417,2
"3861",10,2,1,0,8,0,348,2
"3862",8,2,0,0,3,1,681,3
"3863",0,2,1,1,12,1,590,3
"3864",8,2,0,1,2,1,685,3
"3865",30,2,0,0,5,1,584,3
"3866",36,2,1,0,12,0,228,1
"3867",1,2,0,0,3,1,810,3
"3868",9,2,0,0,9,0,316,2
"3869",0,2,0,0,15,0,313,2
"3870",0,2,0,0,11,0,347,2
"3871",50,2,1,1,15,0,134,4
"3872",23,2,0,0,1,0,320,1
"3873",9,2,1,0,14,0,190,2
"3874",30,2,0,1,9,0,406,4
"3875",43,2,0,0,0,0,429,1
